,corpus,val
3111,restaurant not try anything except serve great food great service pleasant atmosphere,1
3112,sake martini wonderful,1
3113,bravissimo,1
3114,ran gnochi and made scratch,1
3115,would like thank marcelo and grace wonderful dining experience,1
3116,arrived orsay thrown back veyr good sense,1
3117,cheer new york whether ever not,1
3118,cute and decorative,1
3119,fine dining restaurant quality,1
3120,I lunch buffet chennai couple time neighborhood,1
3121,food exceptional,1
3122,satisfied,1
3123,another great place take out-of-towners,1
3124,but hey anything better decent vegetarian selection astoria,1
3125,would definitely go back,1
3126,rao's probably 15 time past 3 year and keep getting better,1
3127,(and eaten share) impress large amount people serve,1
3128,sure setting nice,1
3129,overall worthwhile experience,1
3130,service friendly not prompt world food great and price not cheap not put wallet commission,1
3131,fun restaurant ever,1
3132,best drumstick rice and sour spicy soup town,1
3133,finest latin woman see life hang jimmy's,1
3134,whitefish salad excellent--all whitefish little mayo,1
3135,and come very reasonable price (congee noodle and rice dish no $3-6 each),1
3136,great experience,1
3137,recommend place everyone asks go good meal,1
3138,waitress nice--also get counter service sit,1
3139,long time ess-a-bagel fan surpised find return time and time murray's,1
3140,go,1
3141,highly recommended,1
3142,certainly find restaurant offer superior fine dining experience but superb food reasonable price la villa cannot beat,1
3143,speak park side word not describe,1
3144,always get sampling appetizer and share,1
3145,overall impressed and return great qpr (quality price ratio),1
3146,nearly impossible get table ever chance go dinner not pas,1
3147,pad penang delicious and everything else fantastic,1
3148,flavor very fresh and pretty inobtrusive nothing flashy,1
3149,son love pizza and certified neapolitan pizzaria home city (seattle) liked nearly much - and difference personal preference reflection either restaurant,1
3150,big and soft well good lunch food,1
3151,no food snob allowed place people appreciate good food,1
3152,liked food quasi-thai restaurant,1
3153,far best salad fast food restaurant,1
3154,suan great place often take friend (classmates),1
3155,barebecued salmon elegantly spiced and not dry,1
3156,generous portion,1
3157,wine service very good,1
3158,menu written chalk head and sound delicious,1
3159,highly spiced chai tea great,1
3160,many time and food good and consistent,1
3161,seriously best eat town- everyone say spicy tuna hand roll best- 4 and broken even,1
3162,not single place chinatown nice neighborhood feeling like,1
3163,would highly recommend place anyone looking casual atmosphere whisk away left bank river seine,1
3164,wife tanya hostess completes comforting atmosphere delightfully warm and gracious,1
3165,liked much always make point dine visit new york,1
3166,menu consisted standard brassiere food better place like balthazar etc,1
3167,longtime fan holy basil east village and believe food slightly slipped quality hesitant disloyal,1
3168,but best part l late night atmosphere delightfully free bts,1
3169,cannot wait go back,1
3170,even visit manager wanted make sure enjoying,1
3171,staff very attentive and earth,1
3172,monday night bargain $28 prix fix - includes three course meal plus *three* glass wine paired course,1
3173,wonderful,1
3174,service descent even small place packed,1
3175,best sushi new york city - hand,1
3176,go hungry and enjoy,1
3177,eaten lot pizza,1
3178,place worth one-hour drive,1
3179,great value quality ingredient,1
3180,sushi also great,1
3181,complimentary chef app delicate butternut squash ravioli delicious truffle sauce amazing buttery and tender langostine entree dessert cannot remember fabulous cakebread cabernet drinking -- whole evening amazing,1
3182,truly mark attentive waiter,1
3183,got excellent piece cheesecake and several nice pastry,1
3184,staff very kind and well trained fast always prompt jump behind bar and fix drink know detail every item menu and make excelent recomendations,1
3185,say wow,1
3186,though service could better (possibly due one very large group house) very cordial and warm general clientele,1
3187,lox always fresh,1
3188,service very friendly,1
3189,I trying say restaurant far best thai food restaurant I ever,1
3190,food ok - fish cooked well,1
3191,duck confit always amazing and foie gras terrine fig world,1
3192,staff offer impeccable service,1
3193,catch charged extra anything leave plate not greedy pig,1
3194,ended great experience gulab jamun (dessert) recommended waiter,1
3195,place sleek modern and playfull and return frequently,1
3196,known secret last 13 year emilio(the godfather) continued serve food and wine god mortal price,1
3197,brioche and lolly party favor cute and sweet touch memorable meal,1
3198,service attentive yet unimposing food far better many notorious restaurant midtown and wine list extensive and well priced,1
3199,kind attentive wait staff,1
3200,bon appettite,1
3201,salad fantastic,1
3202,owner and employee friendly and pizza fantastic,1
3203,la rosa waltz and think best,1
3204,food yummy especially cooked-to-perfection mussel spicy tomato sauce and shoestring crispy fry,1
3205,food authentic italian - delicious,1
3206,great addition smith street: finally place not pretentious and filled woman wearing ugg boot,1
3207,simply amazing,1
3208,like server forgot actually worked and instead wanted hang and cool,1
3209,service good and ambience good date group outing,1
3210,great way make money buy case snapple costco and sell right outside $2 50,1
3211,food,1
3212,fast service,1
3213,staff excellent specially girl behind bar european chic,1
3214,menu rearely change except one two special quality and care put thier food evident,1
3215,always full tourist (especially close proximity rockefeller center),1
3216,decor nice but casual fine dining,1
3217,restaurant wonderful place go many time and reasonably priced,1
3218,bravo blue hill,1
3219,conveniently located right bedford ave,1
3220,friend and came across place walking village,1
3221,service fine and allow enjoy view,1
3222,delicious simple food nice outdoor atmosphere,1
3223,definetly going back,1
3224,I naples 45 dinner twice,1
3225,love pic andy warhol used frequent place (he painted ballato's sign window),1
3226,try sushimi cucumber roll,1
3227,I saving next visit,1
3228,food delicious,1
3229,wine glass great accompaniment and eat like king wine $30,1
3230,place correct ambience and excellent staff make feel like guest and friend time,1
3231,worth special occasion time,1
3232,atmosphere much better sripraphai (more modern and sleek),1
3233,recommend anyone want dress and impress lady,1
3234,food outstanding and service quick friendly and very professional,1
3235,bagel always warm soft inside crispy outside and enormous size,1
3236,late dinner lucky stike great name joint ever saw one,1
3237,definitely year treat look forward around holiday,1
3238,service fast and friendly,1
3239,anyhow able sit long wanted and chat nice,1
3240,and home made potato chip bar delicious thing world,1
3241,defitely must visit,1
3242,husband and enjoyed 6 taste size portion and left completely full,1
3243,went friend whim went someplace else first and could not get table,1
3244,ate pasta entre'es great,1
3245,friend and showed sat,1
3246,steak excellent and one best (i tasted butter intitally but no way overwhelm flavor meat),1
3247,great experience overall,1
3248,perfect date,1
3249,ambience pretty and nice conversation casual lunch would probably best,1
3250,terrific menu full unique roll and special dish,1
3251,love food drink and atmosphere,1
3252,went 3 day oyster binge fish bringing closing and glad place o trip ended great,1
3253,husband and couple time and time sat sushi bar (chef yoshi) and ordered everything ala carte,1
3254,vibe very relaxed and cozy service great and food excellent,1
3255,weather nice try snag outside table,1
3256,looking good quality cheap eats - place,1
