reviews,Rating
"Third class fraudulent gives me regular popcorn n says that's medium n charges ?110 for it n when I all for a bill he enters it as spicy chicken roll 55ÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x83ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x972=110""), ('Rated 4.0', ""RATED\n The rolls and burgers are very good...they take a very long time but it's worth the wait.. I love the popcorn of 5 star.. they are very yummmyyyy !!""), ('Rated 3.5', ""RATED\n This place is obviously meant only for take aways. So,Judging them like the other reviewers on the basis of Ambience would be wrong.",0
"The staff is amazing. Although, the place is small, they serve the best waffles. I ordered a bubble gum shake and a coffee waffle. Loved the taste. It was crunchy on the outside, and not completely soggy inside, just the right way a waffle is supposed to be. It was perfect, so, a big thumbs up.'), ('Rated 4.0', 'RATED\n The waffles are not overloaded with syrup\nHas enough sweetness\nBest with vanilla ice cream\nThought the waffles would be a bit bigger\nThe packaging for delivery is great'), ('Rated 4.0', ""RATED\n I love waffles and I always order online from this place.. I'm very happy with their delivered product.. and also it's very tasty.. worth trying ?"")]",1
Peppy Peppers is located near bday complex. They serve fusion food and have loads of options to choose.\nThe place is very vibrant and spacious. A nice place to chill out and pocket too.\nThe service was pretty quick. \n\n? My Fav Picks:\n\nThe hot chocolate was very satisfying. \nLoved their different types of Nachos and Fries. \nThey are over loaded with cheese and veggies/chicken with different dips. \nThe Thai green curry and Quesadillas are a must try.,1
"food very nice\n2) staff very good\n3) ambience simple and nice\n4) location of restaurant very nice\n5) service little bit slow\n6) over all very good restaurant and good taste'),",1
"WTF this is the quality of your food see the below image.found screw in gravy.dont buy food from this restaurant such irresponsible people.bloody they will kill people by their irresponsibility by preparing food like without seeing.shame on u.'), ('Rated 1.0', ""RATED\n Very worst food and less quantity I got.....Most worst experience I got from Chinese kitchen .....And jusce is also bad in order I didn't like the this food veg roll but it doesn't look like veg roll""),",0
"Excellent food I had a spicy corn soup and sholey ke paneer. The soup was average, but the paneer was excellent. Great service. Excellent ambience.'), ('Rated 4.0', 'RATED\n Good place for a vegetarian food lovers, good service by the staff and the dishes were also quite ok in taste and appearance. Overall nice experience coming here.'),",1
"Very good bakery, good quality pastries. Pastries are so soft and fresh and moist. I love pineapple pastry and chocolate pastry here. Cookies are okay.'), ('Rated 4.0', ""RATED\n Cupcakes so pretty and appealing. They tasted less like cupcakes and more like pastries. But the taste was delicious. So, no complaints.",1
"BEST SHAWARMA EVER!\nthe shawarma plate here is totally worth the money.(mayonnaise is amazing)\nChicken grill is nice and spicy!\nTheir biryani rice is also worth the money.\nEasy on the pocket also :)'), ('Rated 5.0', 'RATED\n We had grilled chicken here. The quantity is worth the price that you pay. Best and fresh quality chicken served. If you are in town and want to have good non-vegetarian food and care less about the place to sit then this place is a must visit?'),",1
"Quite a cosy & small joint but defi someplace to look out for... All variants are amazing n piping hot & delicious . Quite a buzzing place in d heart of locality'),",1
"Has a really calm roof top.\nStaff delegate customers with kindness and are really attentive .\nMenu holds a lot in place with wide variety of cuisine.\nGood for groups of upto 4\nNot family friendly.\nBeer on a hot day tastes good with complementing dishes.\nEasy get away place for KIMS students.\nOverall 4dot5 stars'), ('Rated 5.0', 'RATED\n one of the best place to hangout.. I oftenly hangout with my friends here... They serve beer and mocktails... The variety of steaks and egg based pizzas is amazing and the rooftop ambience is crazy... On a chilled night you ever want to have beer do visit this place ?'), ('Rated 3.0', 'RATED\n The photos on Zomato and reviews mislead!",1
"Wanted to try cupcakes But could not reach this place. Call not reachable and maps is wrong. Please provide correct contact and address information....'),",0
"Burger King is a well know place for varieties of burgers and also we can find varieties of beverages and ice-creams.\n.\nTaste : 3.5 / 5 .\nPrice : 3 / 5 .\nAmbiance : 4 / 5.'), ('Rated 2.0', ""RATED\n I ordered chicken whopper and large fries which came damaged with small fries only. Very disappointed with the service of Burger King and Zomato. I never expected such service from neither of the two.\nI don't know why brands are spoiling there name now a days.""",2
"The bowl itself is of qood quality ingredients.\nWell packed and delivered on time.\n\nHad the panner tikka bowl and the channa.\n\nBoth the curry were good and itÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x82ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\x92s served with a good portion of basmati rice.\n\nThe rice is topped with jewelled veggies and olives and tastes good.\n\nMissed the raita and felt the rice was a bit dry.\nWould rate it 3.5 but since there is no 0.5 marking it 4.\n\nPlease see if you can some raita or pack the gravy separately.'), ('Rated 3.0', 'RATED\n The Good Bowl was gracious enough to offer me to take part in their review program.\n\nPackaging - The packaging was good and the bowls were delivered when the food was piping hot",1
"People who are always on the hunt for biryanis with perfect spice balances must give a compulsory visit to the biryani cafe near Avalahalli BDA Park.\n\n\nAny spice can be felt best only if with marination and any dish which come to the table here undergoes a 4 hour marination process.\n\nThe unique combination of spices makes this place very unique.\n\nMust try: Paneer fry and mint cooler\n\n#rajeshwrites'), ('Rated 4.0', 'RATED\n I have been here once and I tried chicken Basmati biryani the taste was good close to Hyderabadi Biryani but the gravy was not good, ambiance is ok.'), ('Rated 5.0', 'RATED\n A hidden gem serving the best Donne Biryani in town. I should say this has been the best Donne Biryani I have had till date.",1
